ID_Pedido,Data_Envio,Produto,Categoria,Peso_KG,Origem,Destino,Distancia_KM,Transportadora,Metodo_Envio,Custo_Frete,Custo_Operacional_Total,Tempo_Entrega_Previsto_Dias,Status,Dias_Atraso,Avaliacao_Cliente
PED-20374,2024-01-10,Produto H,Categoria 2,17.41,CD Belo Horizonte,Brasília,1507,Transportadora C,Padrão,33.48,46.24,6,Entregue,0,5.0
PED-20375,2024-01-11,Produto D,Categoria 1,39.39,CD Recife,Porto Alegre,1504,Transportadora D,Padrão,40.34,59.68,4,Entregue,0,4.0
PED-20376,2024-01-12,Produto H,Categoria 4,99.35,CD Belo Horizonte,Fortaleza,840,Transportadora B,Expresso,54.93,88.94,5,Atrasado,2,2.0
PED-20377,2024-01-13,Produto J,Categoria 2,11.2,CD Recife,Recife,44,Transportadora C,Econômico,0.79,4.37,2,Entregue,0,5.0
PED-20378,2024-01-14,Produto E,Categoria 2,59.54,CD São Paulo,Fortaleza,1232,Transportadora D,Premium,49.35,73.37,5,Entregue,0,3.0
PED-20379,2024-01-15,Produto I,Categoria 3,61.74,CD Recife,Rio de Janeiro,757,Transportadora B,Econômico,46.69,69.0,5,Entregue,0,3.0
PED-20380,2024-01-16,Produto H,Categoria 1,52.85,CD Belo Horizonte,Manaus,518,Transportadora D,Expresso,36.34,54.79,4,Entregue,0,5.0
PED-20381,2024-01-17,Produto B,Categoria 2,83.26,CD Belo Horizonte,Salvador,1734,Transportadora A,Padrão,59.54,93.19,7,Entregue,0,4.0
PED-20382,2024-01-18,Produto E,Categoria 4,28.8,CD Curitiba,Belo Horizonte,1047,Transportadora A,Padrão,23.02,36.9,5,Entregue,0,4.0
PED-20383,2024-01-19,Produto I,Categoria 2,6.96,CD Belo Horizonte,Recife,1291,Transportadora A,Padrão,10.63,19.17,6,Aguardando Retirada,0,
PED-20384,2024-01-20,Produto F,Categoria 1,60.81,CD Curitiba,Recife,1165,Transportadora B,Padrão,44.96,69.03,7,Entregue,0,5.0
PED-20385,2024-01-21,Produto F,Categoria 1,26.37,CD Belo Horizonte,Brasília,455,Transportadora B,Expresso,20.03,30.22,2,Entregue,0,4.0
PED-20386,2024-01-22,Produto C,Categoria 4,64.52,CD Curitiba,Brasília,340,Transportadora D,Padrão,28.14,49.2,4,Entregue,0,4.0
PED-20387,2024-01-23,Produto E,Categoria 2,70.14,CD Belo Horizonte,Porto Alegre,1583,Transportadora A,Expresso,42.95,71.91,5,Atrasado,2,1.0
PED-20388,2024-01-24,Produto F,Categoria 1,10.06,CD Curitiba,Belo Horizonte,1580,Transportadora B,Padrão,18.24,29.16,7,Em Trânsito,0,
PED-20389,2024-01-25,Produto H,Categoria 3,60.85,CD Belo Horizonte,São Paulo,1894,Transportadora D,Padrão,53.19,80.91,5,Entregue,0,4.0
PED-20390,2024-01-26,Produto I,Categoria 1,69.06,CD Recife,Recife,50,Transportadora D,Padrão,25.39,46.36,3,Em Trânsito,0,
PED-20391,2024-01-27,Produto H,Categoria 2,3.69,CD Rio de Janeiro,Porto Alegre,605,Transportadora A,Padrão,14.34,18.47,3,Entregue,0,5.0
PED-20392,2024-01-28,Produto B,Categoria 3,85.29,CD Rio de Janeiro,Belo Horizonte,521,Transportadora A,Expresso,48.0,76.19,4,Entregue,0,4.0
PED-20393,2024-01-29,Produto F,Categoria 2,66.67,CD Recife,Manaus,1324,Transportadora D,Expresso,56.44,83.06,6,Entregue,0,3.0
PED-20394,2024-01-30,Produto I,Categoria 4,69.64,CD Rio de Janeiro,Recife,1717,Transportadora B,Premium,53.61,83.09,4,Entregue,0,5.0
PED-20395,2024-01-31,Produto E,Categoria 2,81.12,CD São Paulo,Porto Alegre,1397,Transportadora B,Padrão,45.83,77.15,5,Entregue,0,5.0
PED-20396,2024-02-01,Produto B,Categoria 3,36.2,CD Belo Horizonte,Belo Horizonte,1800,Transportadora B,Padrão,31.89,51.75,4,Atrasado,1,2.0
PED-20397,2024-02-02,Produto F,Categoria 4,51.13,CD Curitiba,Manaus,790,Transportadora B,Padrão,34.95,54.24,5,Entregue,0,3.0
PED-20398,2024-02-03,Produto G,Categoria 1,29.72,CD Curitiba,Belo Horizonte,474,Transportadora C,Padrão,28.3,39.59,4,Extraviado,10,1.0
PED-20399,2024-02-04,Produto A,Categoria 2,70.71,CD Curitiba,Curitiba,41,Transportadora A,Econômico,40.06,61.48,2,Entregue,0,5.0
PED-20400,2024-02-05,Produto I,Categoria 2,40.41,CD Belo Horizonte,Fortaleza,867,Transportadora A,Expresso,27.94,44.4,4,Entregue,0,5.0
PED-20401,2024-02-06,Produto C,Categoria 2,80.79,CD Curitiba,Rio de Janeiro,603,Transportadora C,Econômico,41.53,68.78,4,Entregue,0,5.0
PED-20402,2024-02-07,Produto B,Categoria 3,23.89,CD Curitiba,Fortaleza,902,Transportadora A,Padrão,27.11,38.79,3,Entregue,0,4.0
PED-20403,2024-02-08,Produto D,Categoria 4,98.47,CD Curitiba,Rio de Janeiro,1091,Transportadora D,Econômico,58.2,93.2,7,Entregue,0,4.0
PED-20404,2024-02-09,Produto H,Categoria 3,31.28,CD Curitiba,Porto Alegre,1568,Transportadora A,Padrão,33.28,50.5,6,Entregue,0,4.0
PED-20405,2024-02-10,Produto B,Categoria 2,33.0,CD Rio de Janeiro,Porto Alegre,654,Transportadora C,Econômico,24.5,37.67,4,Entregue,0,5.0
PED-20406,2024-02-11,Produto B,Categoria 3,24.45,CD Rio de Janeiro,São Paulo,1263,Transportadora D,Padrão,33.71,47.36,6,Entregue,0,3.0
PED-20407,2024-02-12,Produto I,Categoria 4,15.3,CD Curitiba,Porto Alegre,1040,Transportadora B,Padrão,16.46,26.25,4,Em Trânsito,0,
PED-20408,2024-02-13,Produto E,Categoria 1,15.94,CD Curitiba,Rio de Janeiro,1200,Transportadora A,Padrão,22.46,33.24,6,Entregue,0,5.0
PED-20409,2024-02-14,Produto C,Categoria 4,8.41,CD São Paulo,Manaus,799,Transportadora C,Econômico,18.36,24.88,4,Entregue,0,3.0
PED-20410,2024-02-15,Produto F,Categoria 4,58.97,CD Rio de Janeiro,São Paulo,399,Transportadora B,Padrão,40.87,60.56,4,Entregue,0,5.0
PED-20411,2024-02-16,Produto E,Categoria 4,12.21,CD Belo Horizonte,Salvador,621,Transportadora A,Padrão,15.45,22.22,4,Atrasado,3,3.0
PED-20412,2024-02-17,Produto H,Categoria 3,11.21,CD Curitiba,Porto Alegre,1341,Transportadora A,Econômico,25.62,35.69,6,Em Trânsito,0,
PED-20413,2024-02-18,Produto G,Categoria 2,45.17,CD Rio de Janeiro,Belo Horizonte,247,Transportadora C,Padrão,27.89,42.68,2,Entregue,0,5.0
PED-20414,2024-02-19,Produto I,Categoria 4,15.36,CD Curitiba,Curitiba,17,Transportadora B,Padrão,13.04,17.73,1,Entregue,0,5.0
PED-20415,2024-02-20,Produto B,Categoria 3,7.81,CD Belo Horizonte,Recife,871,Transportadora A,Padrão,17.54,24.24,3,Entregue,0,3.0
PED-20416,2024-02-21,Produto I,Categoria 1,77.15,CD São Paulo,Brasília,1765,Transportadora D,Padrão,59.74,91.71,6,Aguardando Retirada,0,
PED-20417,2024-02-22,Produto C,Categoria 4,68.93,CD Curitiba,Rio de Janeiro,1227,Transportadora C,Econômico,51.96,78.77,4,Entregue,0,4.0
PED-20418,2024-02-23,Produto G,Categoria 1,58.14,CD Rio de Janeiro,Recife,905,Transportadora B,Expresso,45.2,67.17,5,Entregue,0,4.0
PED-20419,2024-02-24,Produto I,Categoria 4,72.0,CD Rio de Janeiro,Recife,106,Transportadora A,Padrão,28.85,50.98,3,Entregue,0,4.0
PED-20420,2024-02-25,Produto D,Categoria 2,43.82,CD Recife,Porto Alegre,236,Transportadora D,Premium,24.71,39.04,4,Entregue,0,5.0
PED-20421,2024-02-26,Produto C,Categoria 2,12.7,CD Rio de Janeiro,Fortaleza,486,Transportadora B,Padrão,4.11,10.35,2,Extraviado,6,1.0
PED-20422,2024-02-27,Produto D,Categoria 1,64.61,CD Rio de Janeiro,Porto Alegre,1762,Transportadora D,Padrão,55.6,83.79,4,Entregue,0,5.0
PED-20423,2024-02-28,Produto A,Categoria 1,94.29,CD São Paulo,Fortaleza,621,Transportadora C,Padrão,54.94,86.33,4,Entregue,0,4.0
PED-20424,2024-02-29,Produto D,Categoria 1,55.44,CD São Paulo,Curitiba,2000,Transportadora A,Padrão,50.46,77.09,7,Entregue,0,4.0
PED-20425,2024-03-01,Produto F,Categoria 2,58.97,CD Curitiba,Manaus,1113,Transportadora A,Padrão,41.99,65.25,5,Em Trânsito,0,
PED-20426,2024-03-02,Produto I,Categoria 4,93.77,CD Curitiba,Recife,1031,Transportadora B,Econômico,50.13,83.42,4,Em Trânsito,0,
PED-20427,2024-03-03,Produto J,Categoria 1,21.37,CD Rio de Janeiro,Fortaleza,1227,Transportadora C,Expresso,24.26,36.81,5,Entregue,0,5.0
PED-20428,2024-03-04,Produto C,Categoria 2,47.59,CD Belo Horizonte,Rio de Janeiro,1295,Transportadora A,Padrão,32.63,53.38,6,Entregue,0,5.0
PED-20429,2024-03-05,Produto J,Categoria 3,3.87,CD Belo Horizonte,Curitiba,1781,Transportadora D,Padrão,25.19,35.26,5,Atrasado,2,2.0
PED-20430,2024-03-06,Produto I,Categoria 2,16.07,CD Rio de Janeiro,Brasília,667,Transportadora C,Expresso,22.45,30.61,4,Entregue,0,5.0
PED-20431,2024-03-07,Produto I,Categoria 3,19.55,CD São Paulo,Belo Horizonte,1146,Transportadora C,Econômico,22.62,34.22,4,Entregue,0,4.0
PED-20432,2024-03-08,Produto A,Categoria 4,7.07,CD Curitiba,Curitiba,36,Transportadora D,Econômico,9.74,12.04,1,Entregue,0,5.0
PED-20433,2024-03-09,Produto I,Categoria 3,3.62,CD Curitiba,São Paulo,507,Transportadora B,Padrão,14.02,17.64,4,Aguardando Retirada,0,
PED-20434,2024-03-10,Produto F,Categoria 3,85.38,CD Rio de Janeiro,Porto Alegre,644,Transportadora A,Expresso,58.2,87.03,3,Entregue,0,4.0
PED-20435,2024-03-11,Produto I,Categoria 3,25.59,CD Belo Horizonte,Rio de Janeiro,204,Transportadora A,Padrão,22.65,31.35,3,Em Trânsito,0,
PED-20436,2024-03-12,Produto D,Categoria 3,19.06,CD Recife,Brasília,975,Transportadora A,Padrão,11.45,22.04,4,Entregue,0,4.0
PED-20437,2024-03-13,Produto I,Categoria 1,50.01,CD Belo Horizonte,Belo Horizonte,1386,Transportadora C,Padrão,45.65,67.58,4,Entregue,0,4.0
PED-20438,2024-03-14,Produto C,Categoria 1,66.0,CD Rio de Janeiro,Rio de Janeiro,1102,Transportadora B,Padrão,50.16,75.47,6,Entregue,0,5.0
PED-20439,2024-03-15,Produto F,Categoria 4,40.05,CD Rio de Janeiro,Salvador,1319,Transportadora B,Padrão,27.68,46.29,6,Entregue,0,5.0
PED-20440,2024-03-16,Produto C,Categoria 2,71.06,CD Curitiba,Curitiba,40,Transportadora B,Padrão,41.54,63.06,2,Entregue,0,5.0
PED-20441,2024-03-17,Produto B,Categoria 1,32.7,CD Recife,Fortaleza,995,Transportadora B,Padrão,31.83,46.62,3,Entregue,0,5.0
PED-20442,2024-03-18,Produto C,Categoria 4,13.72,CD Curitiba,Salvador,892,Transportadora A,Expresso,14.38,22.96,4,Entregue,0,5.0
PED-20443,2024-03-19,Produto J,Categoria 2,33.03,CD Curitiba,Curitiba,17,Transportadora B,Padrão,17.96,27.95,2,Atrasado,1,2.0
PED-20444,2024-03-20,Produto D,Categoria 2,96.69,CD Curitiba,Porto Alegre,386,Transportadora B,Padrão,61.42,92.36,2,Extraviado,10,1.0
PED-20445,2024-03-21,Produto C,Categoria 1,42.52,CD Rio de Janeiro,Rio de Janeiro,470,Transportadora B,Padrão,17.06,32.17,2,Entregue,0,4.0
PED-20446,2024-03-22,Produto I,Categoria 4,31.82,CD Curitiba,Curitiba,33,Transportadora B,Premium,18.68,28.39,1,Entregue,0,5.0
PED-20447,2024-03-23,Produto J,Categoria 4,91.59,CD São Paulo,São Paulo,1656,Transportadora B,Padrão,52.81,88.57,5,Entregue,0,4.0
PED-20448,2024-03-24,Produto G,Categoria 1,56.87,CD Belo Horizonte,São Paulo,1741,Transportadora C,Padrão,47.0,72.77,6,Entregue,0,3.0
PED-20449,2024-03-25,Produto D,Categoria 1,70.14,CD São Paulo,São Paulo,211,Transportadora D,Padrão,30.28,52.38,4,Em Trânsito,0,
PED-20450,2024-03-26,Produto E,Categoria 2,1.24,CD São Paulo,Salvador,184,Transportadora A,Econômico,5.26,6.55,1,Entregue,0,5.0
PED-20451,2024-03-27,Produto A,Categoria 1,78.43,CD Belo Horizonte,Rio de Janeiro,1835,Transportadora D,Premium,56.71,89.41,7,Entregue,0,5.0
PED-20452,2024-03-28,Produto G,Categoria 4,95.45,CD Curitiba,Curitiba,27,Transportadora B,Padrão,46.35,75.12,2,Em Trânsito,0,
PED-20453,2024-03-29,Produto E,Categoria 2,41.87,CD Recife,Belo Horizonte,320,Transportadora B,Padrão,31.97,46.13,4,Entregue,0,5.0
PED-20454,2024-03-30,Produto G,Categoria 1,48.95,CD Belo Horizonte,Rio de Janeiro,1223,Transportadora A,Econômico,39.54,60.34,4,Entregue,0,4.0
PED-20455,2024-03-31,Produto I,Categoria 1,98.84,CD Rio de Janeiro,Rio de Janeiro,1196,Transportadora A,Padrão,54.86,90.49,5,Entregue,0,5.0
PED-20456,2024-04-01,Produto G,Categoria 2,15.24,CD Rio de Janeiro,Salvador,649,Transportadora B,Expresso,8.43,16.25,4,Entregue,0,4.0
PED-20457,2024-04-02,Produto H,Categoria 4,88.48,CD Recife,Brasília,360,Transportadora C,Padrão,49.07,77.41,3,Entregue,0,4.0
PED-20458,2024-04-03,Produto H,Categoria 3,24.38,CD Curitiba,Rio de Janeiro,1705,Transportadora C,Padrão,39.13,54.97,6,Em Trânsito,0,
PED-20459,2024-04-04,Produto F,Categoria 4,60.59,CD Rio de Janeiro,Fortaleza,296,Transportadora D,Padrão,27.82,47.48,2,Em Trânsito,0,
PED-20460,2024-04-05,Produto C,Categoria 2,95.73,CD Curitiba,Recife,1995,Transportadora B,Padrão,69.95,108.64,4,Entregue,0,5.0
PED-20461,2024-04-06,Produto E,Categoria 4,90.78,CD Curitiba,Fortaleza,1621,Transportadora A,Expresso,58.12,93.46,6,Atrasado,3,1.0
PED-20462,2024-04-07,Produto A,Categoria 1,72.22,CD São Paulo,São Paulo,1506,Transportadora B,Econômico,54.42,83.62,5,Entregue,0,5.0
PED-20463,2024-04-08,Produto B,Categoria 2,42.08,CD Belo Horizonte,Manaus,966,Transportadora D,Padrão,38.86,56.31,5,Em Trânsito,0,
PED-20464,2024-04-09,Produto E,Categoria 2,77.2,CD Rio de Janeiro,Salvador,519,Transportadora D,Econômico,46.79,72.55,5,Entregue,0,4.0
PED-20465,2024-04-10,Produto I,Categoria 3,63.34,CD Belo Horizonte,Recife,181,Transportadora A,Padrão,41.45,61.36,1,Atrasado,4,1.0
PED-20466,2024-04-11,Produto E,Categoria 1,71.28,CD Belo Horizonte,Fortaleza,1925,Transportadora B,Padrão,55.29,86.3,6,Atrasado,1,1.0
PED-20467,2024-04-12,Produto D,Categoria 1,80.12,CD Recife,Recife,46,Transportadora C,Padrão,43.67,67.94,1,Entregue,0,5.0
PED-20468,2024-04-13,Produto J,Categoria 2,37.62,CD Curitiba,Curitiba,10,Transportadora A,Econômico,20.13,31.47,1,Atrasado,5,2.0
PED-20469,2024-04-14,Produto J,Categoria 3,0.77,CD Recife,Salvador,328,Transportadora B,Expresso,-5.99,-4.12,3,Em Trânsito,0,
PED-20470,2024-04-15,Produto B,Categoria 3,48.54,CD São Paulo,Fortaleza,791,Transportadora D,Expresso,38.56,57.08,3,Em Trânsito,0,
PED-20471,2024-04-16,Produto A,Categoria 2,82.52,CD Recife,Manaus,1378,Transportadora A,Econômico,50.73,82.38,7,Entregue,0,5.0
PED-20472,2024-04-17,Produto G,Categoria 3,50.36,CD Rio de Janeiro,Manaus,1573,Transportadora A,Expresso,30.97,53.94,7,Em Trânsito,0,
PED-20473,2024-04-18,Produto C,Categoria 4,21.5,CD Recife,Brasília,667,Transportadora B,Premium,14.31,24.1,5,Atrasado,2,2.0
PED-20474,2024-04-19,Produto C,Categoria 2,33.59,CD Belo Horizonte,Manaus,682,Transportadora B,Expresso,21.76,35.25,5,Entregue,0,3.0
PED-20475,2024-04-20,Produto H,Categoria 1,66.04,CD Belo Horizonte,Manaus,980,Transportadora A,Econômico,46.09,70.8,3,Extraviado,15,1.0
PED-20476,2024-04-21,Produto C,Categoria 4,73.79,CD Belo Horizonte,São Paulo,592,Transportadora B,Padrão,52.45,77.55,5,Entregue,0,3.0
PED-20477,2024-04-22,Produto D,Categoria 4,50.75,CD Rio de Janeiro,Brasília,572,Transportadora D,Padrão,39.14,57.23,5,Entregue,0,5.0
PED-20478,2024-04-23,Produto G,Categoria 2,53.32,CD Belo Horizonte,São Paulo,551,Transportadora A,Padrão,33.5,52.25,5,Entregue,0,5.0
PED-20479,2024-04-24,Produto C,Categoria 3,89.01,CD Recife,Brasília,1366,Transportadora D,Padrão,56.85,90.38,7,Entregue,0,5.0
PED-20480,2024-04-25,Produto G,Categoria 1,99.37,CD Curitiba,Recife,1336,Transportadora B,Padrão,53.64,90.13,4,Entregue,0,4.0
PED-20481,2024-04-26,Produto G,Categoria 2,61.44,CD São Paulo,Recife,1268,Transportadora B,Padrão,49.49,74.26,5,Entregue,0,4.0
PED-20482,2024-04-27,Produto J,Categoria 2,61.42,CD São Paulo,São Paulo,1639,Transportadora C,Expresso,52.78,79.4,7,Extraviado,15,1.0
PED-20483,2024-04-28,Produto D,Categoria 2,43.78,CD Curitiba,Salvador,646,Transportadora C,Padrão,26.47,42.83,3,Entregue,0,5.0
PED-20484,2024-04-29,Produto D,Categoria 3,95.01,CD Belo Horizonte,Brasília,2000,Transportadora D,Padrão,72.77,111.27,6,Entregue,0,3.0
PED-20485,2024-04-30,Produto F,Categoria 4,80.13,CD Curitiba,Fortaleza,1231,Transportadora B,Padrão,53.27,83.46,6,Entregue,0,4.0
PED-20486,2024-05-01,Produto B,Categoria 1,45.77,CD Rio de Janeiro,Porto Alegre,824,Transportadora B,Premium,24.06,41.91,3,Entregue,0,5.0
PED-20487,2024-05-02,Produto D,Categoria 4,72.05,CD Rio de Janeiro,Rio de Janeiro,1821,Transportadora D,Padrão,57.45,88.17,5,Atrasado,4,2.0
PED-20488,2024-05-03,Produto E,Categoria 1,54.94,CD Belo Horizonte,Fortaleza,584,Transportadora D,Padrão,25.18,44.58,5,Entregue,0,5.0
PED-20489,2024-05-04,Produto C,Categoria 2,54.11,CD Rio de Janeiro,Manaus,410,Transportadora B,Expresso,32.17,50.45,4,Em Trânsito,0,
PED-20490,2024-05-05,Produto G,Categoria 3,75.7,CD Belo Horizonte,Manaus,147,Transportadora D,Expresso,40.78,64.23,3,Entregue,0,5.0
PED-20491,2024-05-06,Produto B,Categoria 2,4.93,CD Curitiba,Recife,1233,Transportadora C,Padrão,11.69,19.33,6,Entregue,0,5.0
PED-20492,2024-05-07,Produto J,Categoria 2,33.59,CD Belo Horizonte,Brasília,1296,Transportadora C,Padrão,32.36,48.92,7,Entregue,0,5.0
PED-20493,2024-05-08,Produto C,Categoria 3,41.03,CD Recife,São Paulo,748,Transportadora C,Padrão,36.46,52.51,3,Entregue,0,4.0
PED-20494,2024-05-09,Produto D,Categoria 1,62.89,CD Belo Horizonte,Fortaleza,1661,Transportadora B,Premium,42.39,69.56,5,Entregue,0,3.0
PED-20495,2024-05-10,Produto H,Categoria 1,79.29,CD Recife,São Paulo,550,Transportadora A,Padrão,46.38,72.92,4,Entregue,0,5.0
PED-20496,2024-05-11,Produto C,Categoria 1,47.71,CD Belo Horizonte,Brasília,451,Transportadora B,Padrão,34.54,51.11,4,Entregue,0,5.0
PED-20497,2024-05-12,Produto E,Categoria 4,87.88,CD Rio de Janeiro,Rio de Janeiro,1750,Transportadora D,Padrão,53.41,88.52,7,Em Trânsito,0,
PED-20498,2024-05-13,Produto F,Categoria 1,92.94,CD Rio de Janeiro,Brasília,1789,Transportadora C,Padrão,70.97,107.8,7,Entregue,0,5.0
PED-20499,2024-05-14,Produto A,Categoria 2,91.45,CD Belo Horizonte,Salvador,884,Transportadora D,Expresso,62.21,94.06,3,Entregue,0,5.0
